,energy_demand,solar_generation,wind_generation,total_renewable,temperature,energy_price,renewable_penetration,hour,day_of_week,month,is_weekend,is_business_hour,day_of_year,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos
2024-01-23 08:00:00,763.9947284440467,0.0,157.44232424125522,157.44232424125522,11.135807331868167,75.86895470578489,20.60777625545959,8,1,1,0,1,23,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
2024-01-23 09:00:00,808.4052720158938,2.7887609588878433,175.95851224359998,178.74727320248783,12.291968016242011,70.0405033139798,22.111096920082126,9,1,1,0,1,23,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
2024-01-23 10:00:00,818.783000543267,0.0,158.56789292574848,158.56789292574848,15.673067258158321,71.9981206637847,19.36629031386067,10,1,1,0,1,23,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
2024-01-23 11:00:00,875.8248666021838,6.775056831079311,158.18638470372463,164.96144153480395,13.46020963627049,85.67028722765653,18.834980351126816,11,1,1,0,1,23,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
2024-01-23 12:00:00,807.6076533801308,0.0,243.95748335262152,243.95748335262152,17.528018286566354,69.95530667769225,30.207425887009737,12,1,1,0,1,23,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
2024-01-23 13:00:00,799.9049827631529,43.59944637557397,185.9809429228315,229.58038929840546,15.04430608250571,68.32882007842606,28.700957519398628,13,1,1,0,1,23,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
2024-01-23 14:00:00,820.7947738432697,99.41596957579934,171.92604820910182,271.34201778490115,19.916242418266638,64.80814334189937,33.05844852232377,14,1,1,0,1,23,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
2024-01-23 15:00:00,790.7446570692082,92.10772705685204,171.7051623225317,263.8128893793837,23.292685574367,61.37760325216751,33.36258892436551,15,1,1,0,1,23,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
2024-01-23 16:00:00,739.0566600362063,87.05586375937824,156.16540300216266,243.2212667615409,16.91334506218149,60.429385948893696,32.90969149099144,16,1,1,0,1,23,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
2024-01-23 17:00:00,701.1462169562325,180.8495233968304,135.7839342024388,316.63345759926915,21.505484238614404,53.19069680790098,45.15940469219337,17,1,1,0,1,23,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
2024-01-23 18:00:00,665.3598827299245,130.3579645921571,174.74401699886087,305.101981591018,25.206930739503782,46.741488492316876,45.85518146047612,18,1,1,0,1,23,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
2024-01-23 19:00:00,578.5929666546722,128.93818519509415,116.42680244691906,245.3649876420132,24.246098248084497,49.8236757030068,42.4071846328642,19,1,1,0,0,23,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
2024-01-23 20:00:00,584.4727717539979,171.63485354755872,120.13248885313244,291.7673424006912,25.598925809178688,37.30617404307931,49.9197493024525,20,1,1,0,0,23,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
2024-01-23 21:00:00,565.1008197619486,80.28875801829024,151.65664375742062,231.94540177571088,23.44421864673884,43.256499535638966,41.04495935316798,21,1,1,0,0,23,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
2024-01-23 22:00:00,527.2770135463695,84.51243484529857,152.28525574098452,236.7976905862831,24.225966060088503,38.88082399700826,44.90954175939224,22,1,1,0,0,23,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
2024-01-23 23:00:00,530.9233134907422,12.203400238991755,124.27056445308895,136.4739646920807,22.787920278771196,46.18951025037916,25.70502391292343,23,1,1,0,0,23,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
2024-01-24 00:00:00,539.4691851170026,0.0,162.16829523432068,162.16829523432068,24.350444015379345,47.270837789239216,30.06071518230441,0,2,1,0,0,24,0.0,1.0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2024-01-24 01:00:00,540.9954541799507,0.0,74.97995472300798,74.97995472300798,21.076635849277285,57.85353785067559,13.859627496623563,1,2,1,0,0,24,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2024-01-24 02:00:00,529.0835083584568,10.957608861233478,89.67009761544793,100.62770647668141,19.690085216210136,54.41827072803363,19.01924835814493,2,2,1,0,0,24,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2024-01-24 03:00:00,534.8191511763115,0.0,143.01202381774354,143.01202381774354,16.63821168919967,55.69206927269047,26.74025855341844,3,2,1,0,0,24,0.7071067811865476,0.7071067811865476,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2024-01-24 04:00:00,522.971909439065,10.043228875679171,113.69194261536313,123.73517149104231,15.039667443914745,51.317076203972945,23.660003387898893,4,2,1,0,0,24,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2024-01-24 05:00:00,580.5044214646736,7.566957149473165,108.27526268390959,115.84221983338276,13.907122829301205,59.916630574167925,19.95544143162608,5,2,1,0,0,24,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2024-01-24 06:00:00,568.8225610712709,0.0,162.10909955901616,162.10909955901616,14.607631754109693,50.86962889012241,28.499062915808754,6,2,1,0,0,24,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2024-01-24 07:00:00,599.892692876045,0.0,109.07792447340962,109.07792447340962,12.377355972684796,64.11564364162132,18.182906004482412,7,2,1,0,0,24,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2024-01-24 08:00:00,716.9936050390285,2.802961731090706,142.19352883497245,144.99649056606316,13.594429605852557,74.39505930406074,20.22284293012216,8,2,1,0,1,24,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2024-01-24 09:00:00,756.3472790809876,0.0,130.15092574935565,130.15092574935565,17.3701265316162,74.21289072609103,17.20782626566697,9,2,1,0,1,24,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2024-01-24 10:00:00,776.6310099200298,0.8198771372656602,80.14190779668618,80.96178493395185,15.560976876216484,76.58894545225306,10.424742754257075,10,2,1,0,1,24,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2024-01-24 11:00:00,803.0478233156635,0.0,116.9610624503443,116.9610624503443,14.120192140604763,76.96226101820041,14.56464472656556,11,2,1,0,1,24,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2024-01-24 12:00:00,798.5493560683464,0.0,136.44576601924877,136.44576601924877,18.41730773638762,77.05616191452526,17.08670415702779,12,2,1,0,1,24,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2024-01-24 13:00:00,805.4267306362943,25.035570169888107,111.50524827052399,136.5408184404121,16.645814875401502,78.25808532534016,16.952605773655367,13,2,1,0,1,24,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2024-01-24 14:00:00,758.5198372592217,87.25175674941448,138.05017294953447,225.30192969894895,14.938630821704024,65.4170661591804,29.70283948183055,14,2,1,0,1,24,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2024-01-24 15:00:00,753.2335561538229,66.80961776509102,106.51718604212704,173.32680380721806,18.55162154084005,69.3712682783506,23.0110305616578,15,2,1,0,1,24,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2024-01-24 16:00:00,691.8614108267861,101.02837160437505,73.07544454475445,174.1038161491295,18.27329605000802,61.79671421653348,25.164550793644132,16,2,1,0,1,24,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2024-01-24 17:00:00,659.5917875570553,166.0732876431697,136.59148450168175,302.66477214485144,22.554493611096397,43.784106217614,45.88667989118507,17,2,1,0,1,24,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2024-01-24 18:00:00,619.1456623394289,157.78647503103429,93.5206786000741,251.3071536311084,24.247869073145466,47.987265654624736,40.589342527499845,18,2,1,0,1,24,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2024-01-24 19:00:00,596.5745179900065,93.69676409103204,101.33903337187262,195.03579746290467,28.163309474344707,55.718834125152156,32.692612839050526,19,2,1,0,0,24,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2024-01-24 20:00:00,534.046654238352,153.13100761147152,74.68235026910057,227.81335788057208,25.668734639588056,43.68311545206125,42.6579505877582,20,2,1,0,0,24,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2024-01-24 21:00:00,522.5430373203739,129.35771136751382,133.73602915111476,263.0937405186286,24.372233792176413,41.604111848908595,50.34872187136702,21,2,1,0,0,24,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2024-01-24 22:00:00,599.4667116563635,66.29609713032188,104.66236295758893,170.9584600879108,25.86984347713334,55.93952592831352,28.51842425337381,22,2,1,0,0,24,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2024-01-24 23:00:00,504.73710065518196,29.38732639940893,63.84960757147822,93.23693397088715,18.835249961163246,50.036824581726925,18.472375787287973,23,2,1,0,0,24,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2024-01-25 00:00:00,561.3511447123149,4.415087774577232,82.14481895042665,86.55990672500388,22.6431651423403,55.954328360481135,15.419921655163757,0,3,1,0,0,25,0.0,1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2024-01-25 01:00:00,528.0959282918496,5.441841667341033,122.73205750619891,128.17389917353995,22.26658068451223,47.74884759873303,24.27095008820164,1,3,1,0,0,25,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2024-01-25 02:00:00,524.0354689389992,0.0,106.5586174848109,106.5586174848109,16.214763534563488,51.37182527711052,20.334237623372577,2,3,1,0,0,25,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2024-01-25 03:00:00,493.2834756757965,0.0,71.16812249101079,71.16812249101079,19.906529841921902,50.945517628351325,14.427428851840359,3,3,1,0,0,25,0.7071067811865476,0.7071067811865476,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2024-01-25 04:00:00,490.44359463526325,0.0,91.60520867331996,91.60520867331996,16.848928841112,53.508662818150746,18.678031413876575,4,3,1,0,0,25,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2024-01-25 05:00:00,517.5992525719561,0.7990956352737039,82.52090973011227,83.32000536538597,14.098719511202281,52.001954467610446,16.097396770062552,5,3,1,0,0,25,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2024-01-25 06:00:00,490.0891369379515,3.8459566381438717,70.87754227362323,74.72349891176711,15.241347335629108,49.128398653943684,15.246920055938231,6,3,1,0,0,25,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2024-01-25 07:00:00,542.8093902923933,11.973683259567851,92.8254747436644,104.79915800323225,17.91776678399755,59.628754765408004,19.30680638129352,7,3,1,0,0,25,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2024-01-25 08:00:00,693.8592959637688,0.0,82.51961199404042,82.51961199404042,13.535668536240161,69.77984270372882,11.892845202775714,8,3,1,0,1,25,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2024-01-25 09:00:00,781.3961855772212,0.0,135.5345830372766,135.5345830372766,13.872822240989432,75.04674562574553,17.34518104118419,9,3,1,0,1,25,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2024-01-25 10:00:00,759.0961709891355,9.197376151029976,66.58406033856127,75.78143648959124,13.05706180433605,79.68544192418467,9.98311404875679,10,3,1,0,1,25,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2024-01-25 11:00:00,786.9458644098702,2.3726155082424407,129.06856717039057,131.441182678633,13.2296066000743,72.14038881636127,16.702696922767437,11,3,1,0,1,25,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2024-01-25 12:00:00,765.4734640141905,10.14121208950379,149.73631739950548,159.87752948900928,17.83260765921166,74.26604476102733,20.88609690669113,12,3,1,0,1,25,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2024-01-25 13:00:00,727.6249533191303,47.60258229867634,85.78045863951593,133.38304093819227,15.906854103690309,71.33554835932749,18.33129008698133,13,3,1,0,1,25,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2024-01-25 14:00:00,741.0366620987228,86.15449148530996,116.34475444245243,202.4992459277624,19.315068500561956,68.52889365273838,27.326481439427745,14,3,1,0,1,25,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2024-01-25 15:00:00,693.4939452351522,113.69492613894607,172.80721475594518,286.5021408948912,19.769535403208064,48.6615146223718,41.31285397131235,15,3,1,0,1,25,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2024-01-25 16:00:00,596.6275006961845,125.90560888519956,137.15571554561345,263.061324430813,23.129895677615952,43.65399500396563,44.09138434347321,16,3,1,0,1,25,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2024-01-25 17:00:00,614.0741996200138,165.07336775861248,99.7326962587804,264.8060640173929,24.08190092381635,45.044880825244675,43.12281222387354,17,3,1,0,1,25,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2024-01-25 18:00:00,581.8524273230751,197.3310351366868,47.20852391255961,244.5395590492464,26.4431683373456,44.522952310432935,42.027762980090685,18,3,1,0,1,25,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2024-01-25 19:00:00,449.64447962684125,167.2959190213619,86.29795414771445,253.59387316907635,23.947458186148086,35.636155754268515,56.398751604719635,19,3,1,0,0,25,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2024-01-25 20:00:00,500.44367910720916,148.11407823715658,97.38728830823295,245.50136654538954,24.632186155536427,40.332509136076666,49.056742405731576,20,3,1,0,0,25,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2024-01-25 21:00:00,473.5291108538911,91.07796143732939,49.313349406333785,140.39131084366318,23.009963552292966,39.034388266751556,29.647873304030377,21,3,1,0,0,25,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2024-01-25 22:00:00,499.02759867316416,69.05593034457564,38.14430556487254,107.20023590944818,23.47950192867758,50.257738489962364,21.48182509233492,22,3,1,0,0,25,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2024-01-25 23:00:00,515.5902475534717,35.17229961942115,37.23571053914225,72.4080101585634,24.16917769933216,47.93227636593527,14.043712134228059,23,3,1,0,0,25,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2024-01-26 00:00:00,468.80533527229227,6.800634659340426,57.81587465285997,64.61650931220039,23.841733158795016,44.86412209313743,13.783228229403518,0,4,1,0,0,26,0.0,1.0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2024-01-26 01:00:00,490.24695258829576,3.3414460179152052,65.22659966239388,68.56804568030908,19.03633954776419,54.62353684011867,13.986429761225219,1,4,1,0,0,26,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2024-01-26 02:00:00,456.5984010505818,0.8595549947271404,74.63958076197949,75.49913575670662,21.066967765715635,46.46941116380317,16.53512924771343,2,4,1,0,0,26,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2024-01-26 03:00:00,519.8854936525588,3.098971845063919,53.959847227852094,57.058819072916016,20.486117372499088,53.319093237067555,10.975266624971193,3,4,1,0,0,26,0.7071067811865476,0.7071067811865476,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2024-01-26 04:00:00,464.41909687594597,2.585483859665647,15.0,17.585483859665647,17.154625731951715,58.49589816485468,3.7865548548627017,4,4,1,0,0,26,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2024-01-26 05:00:00,489.48846499751903,10.27053487882849,45.45370727689149,55.724242155719985,18.83870686350116,54.35930093616515,11.384178819413533,5,4,1,0,0,26,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2024-01-26 06:00:00,532.2123641200077,10.359884678535646,50.571945306929706,60.931829985465356,12.584025104590534,59.74432400005559,11.44878136873309,6,4,1,0,0,26,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2024-01-26 07:00:00,583.4266963067105,4.353762818722776,34.35295065271585,38.706713471438626,11.04289156114707,63.9732720665647,6.634374758039921,7,4,1,0,0,26,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2024-01-26 08:00:00,692.1296350455913,6.7664229805034255,15.0,21.766422980503425,9.770315427695756,85.0752072882088,3.1448477103670975,8,4,1,0,1,26,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2024-01-26 09:00:00,657.5230117771091,4.112500419398207,15.0,19.112500419398206,16.524289590748268,72.02750955409171,2.9067424374611956,9,4,1,0,1,26,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2024-01-26 10:00:00,642.5787991721431,0.0,31.801976941272216,31.801976941272216,15.440334815505796,76.31116887116676,4.949117054942339,10,4,1,0,1,26,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2024-01-26 11:00:00,709.4999025201329,6.0525173993051204,43.07646081070257,49.12897821000769,14.973945896564118,75.85299431071279,6.924451720923752,11,4,1,0,1,26,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2024-01-26 12:00:00,718.470166708307,0.0,50.24773095885533,50.24773095885533,16.887693178143955,71.85871239020693,6.993711539766062,12,4,1,0,1,26,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2024-01-26 13:00:00,716.2559213959739,51.3824316660625,54.06591299755746,105.44834466361996,15.523863560292433,72.52930391047973,14.722160266138177,13,4,1,0,1,26,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2024-01-26 14:00:00,617.409720517244,80.25588900894013,15.0,95.25588900894013,24.219259884737966,63.159670835195875,15.428310543788998,14,4,1,0,1,26,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2024-01-26 15:00:00,602.9806964435527,92.22659327197356,29.21556905249557,121.44216232446912,21.139112560069893,54.99988796919067,20.14030681923128,15,4,1,0,1,26,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2024-01-26 16:00:00,583.2876795368185,139.80135024984426,49.416174742687616,189.21752499253188,22.546545514714097,46.640357623024514,32.43982885816947,16,4,1,0,1,26,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2024-01-26 17:00:00,588.8014764546464,126.51541311204653,44.59542966284558,171.11084277489212,25.021929860420983,51.694970438720446,29.060871892713784,17,4,1,0,1,26,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2024-01-26 18:00:00,558.9818935149157,193.25854799206311,29.09645427743284,222.35500226949597,25.485926811684372,44.71193257028592,39.77856972634888,18,4,1,0,1,26,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2024-01-26 19:00:00,470.9180935144903,144.9425076956598,15.0,159.9425076956598,25.571078931796986,33.68556873324485,33.96397587996655,19,4,1,0,0,26,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2024-01-26 20:00:00,459.31843592474956,118.07168370455828,44.267060640504724,162.338744345063,23.74680701461369,43.159364357571405,35.34339831542469,20,4,1,0,0,26,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2024-01-26 21:00:00,459.4546558071388,84.76181859988327,44.673772715444876,129.43559131532814,26.066247597510714,41.51841252773614,28.17157029085807,21,4,1,0,0,26,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2024-01-26 22:00:00,528.7732985972141,65.81235985845508,72.53323043086176,138.34559028931685,28.28795734116101,45.04752837759519,26.163497789380575,22,4,1,0,0,26,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2024-01-26 23:00:00,497.2925941735024,43.64986691815698,78.52901763057926,122.17888454873625,26.261236704933552,50.3345706168324,24.568812401438812,23,4,1,0,0,26,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2024-01-27 00:00:00,485.3429585809434,3.1633678831043053,67.2026780191142,70.3660459022185,25.668666670682903,51.42683732961712,14.498210936850988,0,5,1,1,0,27,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
2024-01-27 01:00:00,440.63579080072947,0.0,62.79763831874347,62.79763831874347,20.012776335156865,51.432312578545364,14.251597266900799,1,5,1,1,0,27,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
2024-01-27 02:00:00,486.31567980569184,0.0,45.290533207710574,45.290533207710574,17.503083776886946,55.4163714487374,9.312990530308724,2,5,1,1,0,27,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
2024-01-27 03:00:00,466.4008184324123,0.0,63.54755624605388,63.54755624605388,17.677805306589686,50.2807827097917,13.625095354600619,3,5,1,1,0,27,0.7071067811865476,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
2024-01-27 04:00:00,423.76644089559227,6.8536198419404455,47.8597784185683,54.71339826050874,16.593743241981496,46.447114428567886,12.91121546691543,4,5,1,1,0,27,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
2024-01-27 05:00:00,441.3291952240346,13.419016702443914,71.78655327383419,85.2055699762781,17.42803576722672,47.06050080644407,19.30657905671178,5,5,1,1,0,27,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
2024-01-27 06:00:00,520.383714857043,0.0,41.948320050145334,41.948320050145334,10.901211735267838,56.602945704261764,8.061036280059062,6,5,1,1,0,27,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
2024-01-27 07:00:00,477.68614756211923,8.614785157261442,72.54870872845223,81.16349388571366,16.745839098590924,47.09454760140106,16.990966621061375,7,5,1,1,0,27,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
2024-01-27 08:00:00,588.721275418744,0.0,74.84981969288212,74.84981969288212,13.16627762024613,63.216872940550125,12.71396547366887,8,5,1,1,0,27,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
2024-01-27 09:00:00,622.5762652333564,0.0,72.12422059522316,72.12422059522316,12.832976319774858,64.61174093948003,11.584800870651453,9,5,1,1,0,27,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
2024-01-27 10:00:00,587.924225651133,0.0,83.77922278773477,83.77922278773477,12.26193224417714,60.515203230546845,14.250003509372025,10,5,1,1,0,27,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
2024-01-27 11:00:00,655.1989939749141,0.0,88.67078084849351,88.67078084849351,11.929939386553283,69.92096082110587,13.533412240234375,11,5,1,1,0,27,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
2024-01-27 12:00:00,608.7872782914283,0.0,78.1650897787794,78.1650897787794,18.128634585327937,62.72058902805767,12.839474898054876,12,5,1,1,0,27,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
2024-01-27 13:00:00,625.525480424933,35.90422868060156,15.256980957152926,51.16120963775449,18.07601508116579,67.48152885534323,8.178916964821251,13,5,1,1,0,27,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
2024-01-27 14:00:00,625.0398897213993,49.971278611900296,40.1485680246517,90.119846636552,16.902371617922,61.693055774131935,14.418255237553138,14,5,1,1,0,27,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
